id,profession,profession_stored,gender,swap_direction,n_tokens_swapped,pred_label_stored,pred_label_original_fresh,stored_fresh_agree,pred_label_swapped,pred_flipped,pred_prob_original_class_original,pred_prob_original_class_after_swap,pred_prob_swapped_top,prob_drop
31052,model,model,M,M→F,1,model,model,True,model,False,0.678,0.745,0.745,-0.06699999999999995
5094,composer,composer,F,F→M,1,composer,composer,True,composer,False,0.9636,0.9752,0.9752,-0.011599999999999944
47502,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9644,0.9498,0.9498,0.014600000000000057
80560,poet,poet,F,F→M,2,poet,poet,True,poet,False,0.5516,0.8766,0.8766,-0.32500000000000007
90982,composer,composer,M,M→F,1,composer,composer,True,composer,False,0.9956,0.9958,0.9958,-0.00019999999999997797
59486,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
9307,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.8648,0.747,0.747,0.11780000000000002
58861,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.976,0.9752,0.9752,0.0008000000000000229
3342,teacher,teacher,M,M→F,1,teacher,teacher,True,teacher,False,0.6216,0.606,0.606,0.015600000000000058
14098,teacher,teacher,F,F→M,3,teacher,teacher,True,teacher,False,0.5211,0.4576,0.4576,0.0635
74224,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9902,0.9881,0.9881,0.0020999999999999908
89030,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9969,0.9968,0.9968,9.999999999998899e-05
78493,psychologist,psychologist,F,F→M,5,psychologist,psychologist,True,psychologist,False,0.9175,0.7498,0.7498,0.16769999999999996
29428,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9974,0.9978,0.9978,-0.00040000000000006697
52407,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9995,0.9995,0.9995,0.0
42222,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.5442,0.7018,0.7018,-0.15759999999999996
34155,architect,architect,M,M→F,6,architect,architect,True,accountant,True,0.3378,0.0685,0.3712,0.2693
21167,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.8738,0.8807,0.8807,-0.006900000000000017
43208,architect,architect,M,M→F,1,architect,architect,True,architect,False,0.8072,0.7124,0.7124,0.0948
54699,architect,architect,F,F→M,6,architect,architect,True,architect,False,0.9967,0.9967,0.9967,0.0
38674,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9884,0.9841,0.9841,0.0042999999999999705
48772,professor,professor,F,F→M,14,professor,professor,True,professor,False,0.9984,0.9986,0.9986,-0.000200000000000089
68259,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.7567,0.7101,0.7101,0.046600000000000086
86480,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9931,0.9955,0.9955,-0.0024000000000000687
90130,poet,poet,F,F→M,3,poet,poet,True,poet,False,0.9854,0.9857,0.9857,-0.00029999999999996696
74765,architect,architect,M,M→F,1,architect,architect,True,architect,False,0.9857,0.9785,0.9785,0.007199999999999984
93978,composer,composer,F,F→M,5,composer,composer,True,composer,False,0.997,0.9969,0.9969,9.999999999998899e-05
87867,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9976,0.9975,0.9975,9.999999999998899e-05
48180,attorney,attorney,M,M→F,4,attorney,attorney,True,attorney,False,0.9995,0.9995,0.9995,0.0
32972,photographer,photographer,F,F→M,3,photographer,photographer,True,photographer,False,0.3789,0.7152,0.7152,-0.33629999999999993
32711,nurse,nurse,F,F→M,3,nurse,nurse,True,surgeon,True,0.9772,0.2522,0.2777,0.725
6673,accountant,accountant,M,M→F,2,accountant,accountant,True,accountant,False,0.9973,0.9977,0.9977,-0.00040000000000006697
80434,attorney,attorney,F,F→M,3,attorney,attorney,True,attorney,False,0.9993,0.9993,0.9993,0.0
38333,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
25059,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9991,0.9989,0.9989,0.00019999999999997797
5645,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9971,0.9941,0.9941,0.0030000000000000027
92516,journalist,journalist,F,F→M,3,journalist,journalist,True,journalist,False,0.9952,0.991,0.991,0.0041999999999999815
27554,psychologist,psychologist,F,F→M,4,psychologist,psychologist,True,psychologist,False,0.9972,0.9974,0.9974,-0.00019999999999997797
36109,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9882,0.986,0.986,0.0021999999999999797
64205,model,model,F,F→M,6,model,model,True,model,False,0.9896,0.9256,0.9256,0.06400000000000006
53421,architect,architect,F,F→M,3,architect,architect,True,architect,False,0.9976,0.9973,0.9973,0.000300000000000078
26682,physician,physician,F,F→M,5,physician,physician,True,physician,False,0.999,0.9983,0.9983,0.0007000000000000339
26737,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.953,0.9546,0.9546,-0.0016000000000000458
7858,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9566,0.9496,0.9496,0.007000000000000006
61696,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9989,0.9989,0.9989,0.0
20441,filmmaker,filmmaker,M,M→F,3,filmmaker,filmmaker,True,filmmaker,False,0.9931,0.991,0.991,0.0020999999999999908
42200,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.999,0.9992,0.9992,-0.00019999999999997797
18732,nurse,nurse,F,F→M,9,nurse,nurse,True,nurse,False,0.997,0.997,0.997,0.0
78654,psychologist,psychologist,F,F→M,1,psychologist,psychologist,True,psychologist,False,0.9988,0.9988,0.9988,0.0
11156,physician,physician,F,F→M,4,physician,physician,True,physician,False,0.9783,0.938,0.938,0.0403
77846,attorney,attorney,F,F→M,4,attorney,attorney,True,attorney,False,0.9874,0.9902,0.9902,-0.0027999999999999137
48658,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.999,0.9989,0.9989,9.999999999998899e-05
30942,psychologist,psychologist,M,M→F,1,psychologist,psychologist,True,psychologist,False,0.7619,0.628,0.628,0.13390000000000002
43983,attorney,attorney,M,M→F,5,attorney,attorney,True,attorney,False,0.9158,0.7185,0.7185,0.19729999999999992
44544,attorney,attorney,M,M→F,1,attorney,attorney,True,attorney,False,0.9995,0.9995,0.9995,0.0
85952,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9971,0.9971,0.9971,0.0
62170,journalist,journalist,M,M→F,5,journalist,journalist,True,journalist,False,0.4139,0.5232,0.5232,-0.10930000000000001
89370,filmmaker,filmmaker,F,F→M,3,filmmaker,filmmaker,True,filmmaker,False,0.9868,0.9855,0.9855,0.0012999999999999678
18158,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9991,0.9991,0.9991,0.0
77201,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
52820,psychologist,psychologist,M,M→F,7,psychologist,psychologist,True,psychologist,False,0.9978,0.9977,0.9977,9.999999999998899e-05
45176,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
58044,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9995,0.9994,0.9994,0.00010000000000010001
56744,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
28898,composer,composer,M,M→F,5,composer,composer,True,composer,False,0.9652,0.935,0.935,0.030199999999999894
16998,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9985,0.9984,0.9984,0.00010000000000010001
3594,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9701,0.9706,0.9706,-0.000500000000000056
13086,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9988,0.998,0.998,0.0008000000000000229
53396,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
77747,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9883,0.9855,0.9855,0.0027999999999999137
33641,journalist,journalist,F,F→M,3,journalist,journalist,True,architect,True,0.2332,0.0565,0.3155,0.1767
85216,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
75410,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
40115,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
7580,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
93321,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9246,0.917,0.917,0.00759999999999994
63339,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
63073,nurse,nurse,M,M→F,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
34254,dietitian,dietitian,F,F→M,3,dietitian,dietitian,True,dietitian,False,0.998,0.998,0.998,0.0
7648,teacher,teacher,F,F→M,1,teacher,teacher,True,teacher,False,0.9972,0.997,0.997,0.00019999999999997797
55753,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9989,0.999,0.999,-9.999999999998899e-05
28785,physician,physician,M,M→F,1,physician,physician,True,physician,False,0.973,0.9802,0.9802,-0.007199999999999984
79050,accountant,accountant,M,M→F,4,accountant,accountant,True,accountant,False,0.9971,0.9971,0.9971,0.0
11919,physician,physician,F,F→M,4,physician,physician,True,physician,False,0.9989,0.998,0.998,0.0009000000000000119
45556,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
8066,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9568,0.9579,0.9579,-0.0010999999999999899
76638,attorney,attorney,F,F→M,1,attorney,attorney,True,psychologist,True,0.441,0.3964,0.5608,0.04460000000000003
65408,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9899,0.9914,0.9914,-0.0014999999999999458
6324,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.9983,0.9983,0.9983,0.0
31209,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.8799,0.901,0.901,-0.021100000000000008
80536,software engineer,software engineer,F,F→M,1,software engineer,software engineer,True,software engineer,False,0.92,0.888,0.888,0.03200000000000003
35655,accountant,accountant,F,F→M,4,accountant,accountant,True,accountant,False,0.9986,0.9985,0.9985,9.999999999998899e-05
38095,dentist,dentist,M,M→F,3,dentist,dentist,True,dentist,False,0.9981,0.9982,0.9982,-9.999999999998899e-05
59230,software engineer,software engineer,M,M→F,2,software engineer,software engineer,True,software engineer,False,0.9645,0.9696,0.9696,-0.005099999999999993
382,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9987,0.9989,0.9989,-0.00019999999999997797
56052,photographer,photographer,F,F→M,4,photographer,photographer,True,photographer,False,0.9981,0.9981,0.9981,0.0
29029,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
64880,poet,poet,F,F→M,1,poet,poet,True,poet,False,0.6866,0.6606,0.6606,0.026000000000000023
28007,professor,professor,M,M→F,9,professor,professor,True,professor,False,0.9992,0.9993,0.9993,-9.999999999998899e-05
7715,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9963,0.998,0.998,-0.0017000000000000348
83057,surgeon,surgeon,M,M→F,1,surgeon,surgeon,True,physician,True,0.6534,0.2452,0.5403,0.4082
31656,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.998,0.9971,0.9971,0.0009000000000000119
24198,journalist,journalist,M,M→F,4,journalist,journalist,True,journalist,False,0.9973,0.9975,0.9975,-0.000200000000000089
75006,nurse,nurse,F,F→M,5,nurse,nurse,True,nurse,False,0.9993,0.9993,0.9993,0.0
85460,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.9983,0.9984,0.9984,-9.999999999998899e-05
85436,photographer,photographer,F,F→M,9,photographer,photographer,True,photographer,False,0.9934,0.9901,0.9901,0.0032999999999999696
46201,photographer,photographer,M,M→F,5,photographer,photographer,True,photographer,False,0.2959,0.2926,0.2926,0.0032999999999999696
16118,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.583,0.7726,0.7726,-0.1896
78796,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9864,0.9881,0.9881,-0.0016999999999999238
8643,journalist,journalist,M,M→F,3,journalist,journalist,True,journalist,False,0.9969,0.9973,0.9973,-0.00039999999999995595
22362,architect,architect,M,M→F,2,architect,architect,True,architect,False,0.6173,0.399,0.399,0.21829999999999994
69278,psychologist,psychologist,M,M→F,3,psychologist,psychologist,True,psychologist,False,0.711,0.8048,0.8048,-0.0938
9803,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9995,0.9994,0.9994,0.00010000000000010001
63303,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.9955,0.9965,0.9965,-0.0010000000000000009
69772,software engineer,software engineer,M,M→F,4,software engineer,software engineer,True,nurse,True,0.2953,0.0175,0.6429,0.2778
80465,journalist,journalist,M,M→F,4,journalist,journalist,True,journalist,False,0.9854,0.9945,0.9945,-0.009099999999999997
32928,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.7669,0.7209,0.7209,0.04600000000000004
38052,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.999,0.999,0.999,0.0
56174,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
7564,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
45840,physician,physician,M,M→F,2,physician,physician,True,physician,False,0.9757,0.9525,0.9525,0.0232
41134,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
56216,physician,physician,M,M→F,4,physician,physician,True,physician,False,0.5378,0.5944,0.5944,-0.056600000000000095
63796,psychologist,psychologist,F,F→M,3,psychologist,psychologist,True,psychologist,False,0.5536,0.5346,0.5346,0.019000000000000017
59833,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9992,0.9992,0.9992,0.0
24281,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.993,0.9924,0.9924,0.0006000000000000449
84369,professor,professor,M,M→F,2,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
65064,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9988,0.9988,0.9988,0.0
61172,teacher,teacher,F,F→M,7,teacher,teacher,True,teacher,False,0.7278,0.6105,0.6105,0.11729999999999996
9792,photographer,photographer,F,F→M,1,photographer,photographer,True,photographer,False,0.9422,0.9454,0.9454,-0.0031999999999999806
26220,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
21266,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.999,0.999,0.999,0.0
11550,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9534,0.9614,0.9614,-0.008000000000000007
49347,professor,professor,F,F→M,6,professor,professor,True,professor,False,0.9983,0.9984,0.9984,-9.999999999998899e-05
5419,journalist,journalist,M,M→F,3,journalist,journalist,True,journalist,False,0.5488,0.5619,0.5619,-0.0131
63833,attorney,attorney,F,F→M,7,attorney,attorney,True,attorney,False,0.992,0.9919,0.9919,9.999999999998899e-05
87350,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.5162,0.5539,0.5539,-0.037699999999999956
15937,photographer,photographer,M,M→F,2,photographer,photographer,True,photographer,False,0.9953,0.9947,0.9947,0.0005999999999999339
7490,teacher,teacher,F,F→M,6,teacher,teacher,True,psychologist,True,0.3838,0.1902,0.601,0.19359999999999997
70964,nurse,nurse,F,F→M,4,nurse,nurse,True,nurse,False,0.9983,0.9983,0.9983,0.0
8246,dentist,dentist,M,M→F,3,dentist,dentist,True,dentist,False,0.9981,0.9982,0.9982,-9.999999999998899e-05
349,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9992,0.9992,0.9992,0.0
30395,physician,physician,M,M→F,5,physician,physician,True,physician,False,0.7517,0.8689,0.8689,-0.11719999999999997
32124,attorney,attorney,F,F→M,7,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
4087,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9995,0.9995,0.9995,0.0
87967,dentist,dentist,F,F→M,2,dentist,dentist,True,dentist,False,0.9945,0.9932,0.9932,0.0013000000000000789
8815,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
56005,photographer,photographer,M,M→F,1,photographer,photographer,True,photographer,False,0.9977,0.9973,0.9973,0.00040000000000006697
64139,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9987,0.9988,0.9988,-9.999999999998899e-05
7668,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9991,0.9992,0.9992,-9.999999999998899e-05
23866,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
12173,architect,architect,F,F→M,2,architect,architect,True,architect,False,0.9743,0.9841,0.9841,-0.00979999999999992
84415,photographer,photographer,M,M→F,1,photographer,photographer,True,photographer,False,0.9964,0.9965,0.9965,-0.00010000000000010001
15028,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
56990,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
6244,teacher,teacher,F,F→M,7,teacher,teacher,True,teacher,False,0.9956,0.9956,0.9956,0.0
28254,surgeon,surgeon,M,M→F,3,surgeon,surgeon,True,surgeon,False,0.9841,0.979,0.979,0.005099999999999993
9193,attorney,attorney,F,F→M,3,attorney,attorney,True,attorney,False,0.9975,0.9973,0.9973,0.000200000000000089
56651,psychologist,psychologist,F,F→M,2,psychologist,psychologist,True,psychologist,False,0.5017,0.5321,0.5321,-0.030399999999999983
50008,teacher,teacher,F,F→M,6,teacher,teacher,True,teacher,False,0.8585,0.9226,0.9226,-0.06409999999999993
83557,physician,physician,F,F→M,2,physician,physician,True,surgeon,True,0.5916,0.2239,0.7654,0.3677
21282,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.9983,0.9983,0.9983,0.0
42003,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9994,0.9994,0.9994,0.0
49062,accountant,accountant,F,F→M,2,accountant,accountant,True,accountant,False,0.8542,0.516,0.516,0.33819999999999995
64719,journalist,journalist,F,F→M,2,journalist,journalist,True,journalist,False,0.9981,0.9978,0.9978,0.00029999999999996696
67616,attorney,attorney,F,F→M,3,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
69080,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
91850,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9101,0.7551,0.7551,0.15500000000000003
41795,accountant,accountant,M,M→F,6,accountant,accountant,True,accountant,False,0.4615,0.4396,0.4396,0.02190000000000003
75906,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9966,0.9968,0.9968,-0.00019999999999997797
94457,professor,professor,F,F→M,3,professor,professor,True,professor,False,0.9977,0.9979,0.9979,-0.00019999999999997797
57688,physician,physician,M,M→F,3,physician,physician,True,physician,False,0.9505,0.9318,0.9318,0.01870000000000005
11490,photographer,photographer,M,M→F,1,photographer,photographer,True,photographer,False,0.9936,0.9793,0.9793,0.01430000000000009
95328,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9994,0.9994,0.9994,0.0
73785,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9851,0.9878,0.9878,-0.0027000000000000357
94573,composer,composer,M,M→F,4,composer,composer,True,composer,False,0.9974,0.9972,0.9972,0.00019999999999997797
62660,model,model,F,F→M,1,model,model,True,model,False,0.9989,0.9989,0.9989,0.0
86393,psychologist,psychologist,M,M→F,6,psychologist,psychologist,True,psychologist,False,0.9977,0.9982,0.9982,-0.0004999999999999449
43557,psychologist,psychologist,F,F→M,8,psychologist,psychologist,True,psychologist,False,0.9982,0.9982,0.9982,0.0
75997,attorney,attorney,M,M→F,1,attorney,attorney,True,attorney,False,0.9993,0.9993,0.9993,0.0
20208,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9913,0.9902,0.9902,0.0010999999999999899
24872,psychologist,psychologist,M,M→F,3,psychologist,psychologist,True,psychologist,False,0.978,0.9777,0.9777,0.00029999999999996696
71137,physician,physician,F,F→M,3,physician,physician,True,physician,False,0.987,0.9577,0.9577,0.029299999999999993
45700,physician,physician,M,M→F,5,physician,physician,True,physician,False,0.8588,0.9281,0.9281,-0.06930000000000003
57717,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9571,0.9236,0.9236,0.033499999999999974
62117,architect,architect,F,F→M,2,architect,architect,True,architect,False,0.9739,0.9777,0.9777,-0.0038000000000000256
6330,professor,professor,F,F→M,1,professor,professor,True,professor,False,0.9953,0.9927,0.9927,0.0025999999999999357
91861,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9082,0.8578,0.8578,0.0504
87153,dietitian,dietitian,F,F→M,1,dietitian,dietitian,True,dietitian,False,0.9972,0.9937,0.9937,0.0034999999999999476
20681,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9995,0.9995,0.9995,0.0
40725,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9947,0.9941,0.9941,0.0006000000000000449
4070,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9517,0.9358,0.9358,0.015900000000000025
46750,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.9977,0.998,0.998,-0.00029999999999996696
51309,dentist,dentist,M,M→F,7,dentist,dentist,True,dentist,False,0.9867,0.9911,0.9911,-0.0043999999999999595
13748,professor,professor,M,M→F,1,professor,professor,True,professor,False,0.9944,0.9959,0.9959,-0.0015000000000000568
46471,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.9956,0.9938,0.9938,0.0018000000000000238
45131,journalist,journalist,M,M→F,1,journalist,journalist,True,journalist,False,0.9944,0.9958,0.9958,-0.0014000000000000679
10612,journalist,journalist,M,M→F,1,journalist,journalist,True,journalist,False,0.9927,0.9966,0.9966,-0.0039000000000000146
69809,physician,physician,F,F→M,2,physician,physician,True,physician,False,0.9908,0.9726,0.9726,0.018199999999999994
80915,journalist,journalist,F,F→M,6,journalist,journalist,True,software engineer,True,0.8261,0.1879,0.4542,0.6381999999999999
38659,surgeon,surgeon,M,M→F,3,surgeon,surgeon,True,surgeon,False,0.9935,0.985,0.985,0.008500000000000063
11242,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.883,0.9116,0.9116,-0.02859999999999996
18948,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9558,0.9566,0.9566,-0.0008000000000000229
57573,teacher,teacher,M,M→F,3,teacher,teacher,True,teacher,False,0.9919,0.9925,0.9925,-0.0006000000000000449
47849,dentist,dentist,M,M→F,3,dentist,dentist,True,dentist,False,0.9982,0.9983,0.9983,-9.999999999998899e-05
31195,attorney,attorney,M,M→F,8,attorney,attorney,True,attorney,False,0.7313,0.3982,0.3982,0.33309999999999995
55492,surgeon,surgeon,M,M→F,2,surgeon,surgeon,True,surgeon,False,0.9981,0.9982,0.9982,-9.999999999998899e-05
74262,architect,architect,M,M→F,5,architect,architect,True,architect,False,0.9981,0.9981,0.9981,0.0
67093,attorney,attorney,M,M→F,6,attorney,attorney,True,attorney,False,0.971,0.98,0.98,-0.009000000000000008
86895,psychologist,psychologist,M,M→F,4,psychologist,psychologist,True,psychologist,False,0.9646,0.9626,0.9626,0.0020000000000000018
69250,teacher,teacher,F,F→M,2,teacher,teacher,True,teacher,False,0.9948,0.9946,0.9946,0.00019999999999997797
3094,psychologist,psychologist,M,M→F,1,psychologist,psychologist,True,psychologist,False,0.6826,0.6363,0.6363,0.04630000000000001
86240,photographer,photographer,M,M→F,3,photographer,photographer,True,photographer,False,0.9893,0.9431,0.9431,0.04619999999999991
64821,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9925,0.9878,0.9878,0.0047000000000000375
81106,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9991,0.999,0.999,9.999999999998899e-05
61438,psychologist,psychologist,F,F→M,4,psychologist,psychologist,True,psychologist,False,0.8242,0.751,0.751,0.07320000000000004
94318,professor,professor,F,F→M,5,professor,professor,True,professor,False,0.6302,0.8312,0.8312,-0.20100000000000007
9403,psychologist,psychologist,F,F→M,1,psychologist,psychologist,True,psychologist,False,0.9986,0.9985,0.9985,9.999999999998899e-05
4979,dentist,dentist,M,M→F,1,dentist,dentist,True,dentist,False,0.9902,0.9929,0.9929,-0.0027000000000000357
6454,dentist,dentist,M,M→F,2,dentist,dentist,True,dentist,False,0.9948,0.9955,0.9955,-0.0007000000000000339
65450,psychologist,psychologist,M,M→F,2,psychologist,psychologist,True,psychologist,False,0.9928,0.9903,0.9903,0.0025000000000000577
23595,nurse,nurse,F,F→M,1,nurse,nurse,True,nurse,False,0.9994,0.9994,0.9994,0.0
39166,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9476,0.9595,0.9595,-0.011900000000000022
80720,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9986,0.9988,0.9988,-0.00019999999999997797
33130,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9607,0.9553,0.9553,0.00539999999999996
82211,professor,professor,F,F→M,4,professor,professor,True,professor,False,0.9991,0.9991,0.9991,0.0
45411,poet,poet,M,M→F,4,poet,poet,True,poet,False,0.9904,0.9882,0.9882,0.0021999999999999797
16879,professor,professor,M,M→F,4,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
57041,surgeon,surgeon,M,M→F,1,surgeon,surgeon,True,professor,True,0.6832,0.1583,0.8177,0.5249
32301,teacher,teacher,M,M→F,3,teacher,teacher,True,teacher,False,0.474,0.7006,0.7006,-0.22660000000000002
77310,software engineer,software engineer,M,M→F,5,software engineer,software engineer,True,software engineer,False,0.9925,0.9932,0.9932,-0.0006999999999999229
78686,painter,painter,F,F→M,7,painter,painter,True,painter,False,0.9954,0.9954,0.9954,0.0
39046,painter,painter,M,M→F,1,painter,painter,True,painter,False,0.987,0.9905,0.9905,-0.0035000000000000586
57330,journalist,journalist,F,F→M,2,journalist,journalist,True,journalist,False,0.9907,0.9916,0.9916,-0.0009000000000000119
91347,attorney,attorney,M,M→F,4,attorney,attorney,True,attorney,False,0.9992,0.9991,0.9991,9.999999999998899e-05
67845,professor,professor,M,M→F,3,professor,professor,True,professor,False,0.9929,0.9919,0.9919,0.0010000000000000009
6653,nurse,nurse,F,F→M,2,nurse,nurse,True,nurse,False,0.8432,0.4782,0.4782,0.36499999999999994
11831,professor,professor,M,M→F,6,professor,professor,True,professor,False,0.9666,0.9641,0.9641,0.0025000000000000577
31133,teacher,teacher,F,F→M,6,teacher,teacher,True,teacher,False,0.9957,0.9947,0.9947,0.0010000000000000009
9141,professor,professor,M,M→F,8,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
34992,teacher,teacher,M,M→F,2,teacher,teacher,True,teacher,False,0.9704,0.9555,0.9555,0.014900000000000024
88564,journalist,journalist,F,F→M,4,journalist,journalist,True,journalist,False,0.6972,0.4308,0.4308,0.2664
76312,attorney,attorney,M,M→F,2,attorney,attorney,True,attorney,False,0.9974,0.9944,0.9944,0.0030000000000000027
11348,teacher,teacher,F,F→M,5,teacher,teacher,True,teacher,False,0.9948,0.9952,0.9952,-0.00039999999999995595
20332,attorney,attorney,M,M→F,3,attorney,attorney,True,attorney,False,0.995,0.9954,0.9954,-0.00039999999999995595
4715,professor,professor,F,F→M,2,professor,professor,True,professor,False,0.9987,0.9986,0.9986,9.999999999998899e-05
2010,professor,professor,M,M→F,5,professor,professor,True,professor,False,0.9994,0.9994,0.9994,0.0
